Report ID,Arrest Date,Time,Area ID,Area Name,Reporting District,Age,Sex Code,Descent Code,Charge Group Code,Charge Group Description,Arrest Type Code,Charge,Charge Description,Address,Cross Street
0002586,07/21/2014,0530,12,77th Street,1249,23,M,B,16,Narcotic Drug Laws,M,11357(B)HS,POSSESS 28.5 GRAMS OR MORE OF MARIJUANA,66TH                         ST,FIGUEROA                     ST
100410364,05/12/2010,0900,04,Hollenbeck,0422,17,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,SICHEL,N  MAIN
100410495,05/26/2010,1215,04,Hollenbeck,0424,28,M,H,16,Narcotic Drug Laws,M,11357(B)HS,POSSESS 28.5 GRAMS OR MORE OF MARIJUANA,3500    VALLEY                       BL,
100411412,06/15/2010,1115,04,Hollenbeck,0473,30,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,400 S  SAINT LOUIS                  ST,
100411942,06/29/2010,1400,04,Hollenbeck,0421,19,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,300 S  AVENUE 19,
0017352,12/29/2014,1130,21,Topanga,2138,25,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,20300    COHASSET                     ST,
100413506,08/05/2010,1335,04,Hollenbeck,0466,20,M,H,16,Narcotic Drug Laws,M,11357HS,POSSESSION CANNABIS,2700    NEW JERSEY                   ST,
100413507,08/05/2010,1730,04,Hollenbeck,0477,25,M,H,16,Narcotic Drug Laws,M,11357HS,POSSESSION CANNABIS,OREGON,CAMULOS
100414638,08/31/2010,1205,04,Hollenbeck,0427,19,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,HUNTINGTON                   DR,LOCKE
100415444,09/22/2010,1305,04,Hollenbeck,0412,22,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,2900    PASADENA                     AV,
100418558,12/02/2010,1830,04,Hollenbeck,0463,38,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,2000    MICHIGAN                     AV,
100500510,01/01/2010,0230,05,Harbor,0563,18,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,600 W  11TH                         ST,
100500568,01/10/2010,1850,05,Harbor,0585,18,M,W,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,MEYLER,24TH
100500575,01/11/2010,2230,05,Harbor,0587,19,M,W,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,34TH                         ST,PACIFIC                      AV
100500672,01/26/2010,2255,05,Harbor,0562,18,M,B,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,CABRILLO,10TH
100500687,01/28/2010,1640,05,Harbor,0514,24,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,WILMINGTON,SANDISON
100500690,01/28/2010,1950,05,Harbor,0567,21,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,200 W  16TH                         ST,
100500726,02/02/2010,1950,05,Harbor,0517,25,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,L,EUBANK
100500779,02/11/2010,1500,05,Harbor,0522,21,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,G,BAYVIEW
100500847,02/20/2010,1555,05,Harbor,0517,38,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,M,EUBANK
100500865,03/02/2011,0310,05,Harbor,0585,27,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,21ST,GAFFEY
100500877,02/25/2010,2050,05,Harbor,0557,20,M,W,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,1ST,BANDINI
100500933,03/06/2010,0207,05,Harbor,0587,18,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,2600 S  GAFFEY                       ST,
090716756,03/10/2011,1715,07,Wilshire,0758,22,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,1200    WEST                         BL,
100501156,04/02/2010,1900,05,Harbor,0531,22,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,1300 W  ANAHEIM                      ST,
100501170,04/04/2010,0015,05,Harbor,0529,18,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,BROAD,ANAHEIM
100501176,04/04/2010,1230,05,Harbor,0509,19,M,B,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,MARIGOLD,252ND
100501232,04/13/2010,1700,05,Harbor,0564,44,M,W,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,200 W  6TH                          ST,
100501279,04/21/2010,1140,05,Harbor,0525,31,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,OPP,RONAN
100501385,05/06/2010,2300,05,Harbor,0563,22,M,B,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,14TH,GAFFEY
100501392,05/07/2010,2215,05,Harbor,0529,37,M,W,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,400 N  AVALON                       BL,
100501519,05/21/2010,2230,05,Harbor,0507,21,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,224TH,HALLDALE
100501526,05/22/2010,1910,05,Harbor,0522,34,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,G,GULF
100501529,05/22/2010,1915,05,Harbor,0522,19,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,G,GULF
100501764,06/26/2010,2230,05,Harbor,0567,38,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,1500 S  PALOS VERDES                 ST,
100501842,07/06/2010,1345,05,Harbor,0566,49,M,B,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,300 W  9TH                          ST,
100501996,07/28/2010,2000,05,Harbor,0529,22,M,B,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,200 E  ANAHEIM                      ST,
100502020,07/31/2010,2025,05,Harbor,0557,26,M,B,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,PACIFIC,2ND
100502314,09/20/2010,0855,05,Harbor,0514,30,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,M,WILMINGTON
100502317,09/20/2010,1000,05,Harbor,0526,23,F,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,700    LAGOON                       AV,
100502393,09/29/2010,2140,05,Harbor,0516,21,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,WILMINGTON,OPP
100502499,10/14/2010,1730,05,Harbor,0516,20,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,WILMINGTON,M
100502505,10/15/2010,1230,05,Harbor,0564,21,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,3RD,MESA
100502622,10/30/2010,1845,05,Harbor,0581,20,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,2600    GUNNELL                      AV,
100502688,11/08/2010,1145,05,Harbor,0566,25,M,W,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,9TH,CENTRE
100502711,11/11/2010,1000,05,Harbor,0519,23,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,PACIFIC COAST                HY,WATSON
100502883,12/02/2010,1340,05,Harbor,0567,37,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,PALOS VERDES,14TH
100502906,12/07/2010,1820,05,Harbor,0500,47,F,W,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,ANAHEIM                      ST,FIGUEROA
100503070,12/31/2010,2120,05,Harbor,0507,26,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,1500    226TH                        ST,
100504266,01/07/2010,2200,05,Harbor,0514,18,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,PACIFIC COAST,WILMINGTON
100504273,01/08/2010,0350,05,Harbor,0516,20,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,DENNI,AVALON
100505048,01/22/2010,1855,05,Harbor,0515,17,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,PACIFIC COAST,WILMINGTON
100505053,01/22/2010,1820,05,Harbor,0566,25,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,300 W  9TH                          ST,
100505259,01/26/2010,2330,05,Harbor,0526,18,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,700    MARINE                       AV,
100505692,02/04/2010,0843,05,Harbor,0528,39,M,B,16,Narcotic Drug Laws,M,11357(B)HS,POSSESS 28.5 GRAMS OR MORE OF MARIJUANA,WATSON,YOUNG
100505794,02/06/2010,1400,05,Harbor,0529,22,F,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,900    DOMINGUEZ                    AV,
100505995,02/11/2010,0310,05,Harbor,0558,27,M,W,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,PACIFIC,OFARRELL
100506275,02/16/2010,0005,05,Harbor,0555,21,M,B,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,SEPULVEDA,BANDINI
100506426,02/18/2010,1500,05,Harbor,0513,18,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,2100    JOHN S GIBSON                BL,
100506805,02/25/2010,1545,05,Harbor,0525,18,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,ANAHEIM,FRIES
100506814,02/25/2010,1820,05,Harbor,0589,19,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,3700    STEPHEN M WHITE              DR,
100507182,03/04/2010,2210,05,Harbor,0557,22,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,GRAND,6TH
100507596,03/11/2010,1600,05,Harbor,0525,31,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,C,NEPTUNE
100507633,03/12/2010,1445,05,Harbor,0561,24,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,1100 S  TROTWOOD                     AV,
100508039,03/21/2010,1250,05,Harbor,0555,26,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,ALAMEDA,SEPULVEDA
100508113,03/23/2010,0130,05,Harbor,0557,18,F,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,GAFFEY,1ST                          ST
100508327,03/26/2010,1615,05,Harbor,0522,20,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,700 W  I                            ST,
100508799,04/02/2010,1850,05,Harbor,0567,26,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,200 W  15TH                         ST,
100508801,04/02/2010,2225,05,Harbor,0516,18,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,L,MARINE
100509060,04/08/2010,1130,05,Harbor,0564,18,M,B,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,6TH,MESA
100509514,04/18/2010,1450,05,Harbor,0515,23,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,M,WILMINGTON
100509834,04/23/2010,1629,05,Harbor,0566,32,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,300 W  9TH                          ST,
100509852,04/23/2010,1030,05,Harbor,0563,20,M,W,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,900 W  11TH                         ST,
100509854,04/23/2010,1050,05,Harbor,0563,20,M,W,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,900 W  11TH                         ST,
090701240,03/10/2011,0115,07,Wilshire,0747,20,F,B,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,WINDSOR,FRANCES
100510188,04/29/2010,1645,05,Harbor,0566,49,M,W,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,1000 S  PALOS VERDES                 ST,
100510420,05/04/2010,1000,05,Harbor,0504,24,M,B,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,1600 W  206TH                        ST,
100511630,05/25/2010,1140,05,Harbor,0507,25,M,B,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,22600    HARVARD                      BL,
100512028,06/02/2010,0147,05,Harbor,0517,19,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,1000    LECOUVREUR                   AV,
100512906,06/17/2010,2045,05,Harbor,0517,20,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,1000    BROAD                        AV,
100513740,07/04/2010,1825,05,Harbor,0541,23,F,B,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,CRESTWOOD,WESTERN
100514851,07/27/2010,1015,05,Harbor,0565,20,F,W,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,8TH,CABRILLO
100515024,07/31/2010,1300,05,Harbor,0508,19,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,PRESIDENT,238TH
100515723,08/15/2010,1915,05,Harbor,0525,20,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,D,HAWAIIAN
100516285,08/29/2010,1405,05,Harbor,0509,50,M,W,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,WESTERN,LOMITA
100516625,09/03/2010,1625,05,Harbor,0566,23,M,W,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,11TH,CENTRE
100516943,09/11/2010,0830,05,Harbor,0522,44,F,O,16,Narcotic Drug Laws,M,11357HS,POSSESSION CANNABIS,600    BAYVIEW                      AV,
100517087,09/14/2010,1150,05,Harbor,0504,22,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,218TH,HALLDALE
100517481,09/23/2010,1505,05,Harbor,0585,19,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,500 W  21ST                         ST,
100518645,10/16/2010,0315,05,Harbor,0532,18,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,OPP,BAYVIEW
100518674,10/16/2010,1330,05,Harbor,0587,28,M,O,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,2800    CAROLINA                     ST,
090712485,03/10/2011,1120,07,Wilshire,0788,62,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,10TH                         AV,21ST                         ST
100519353,11/01/2010,2200,05,Harbor,0563,30,M,W,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,PACIFIC,10TH
100519807,11/12/2010,1250,05,Harbor,0513,52,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,ANAHEIM,VERMONT
100520052,11/18/2010,1300,05,Harbor,0563,37,M,W,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,GAFFEY,15TH
100520215,11/22/2010,1335,05,Harbor,0504,18,M,H,16,Narcotic Drug Laws,M,11357(B)HS,POSSESS 28.5 GRAMS OR MORE OF MARIJUANA,1600 W  207TH                        ST,
100520569,11/30/2010,1145,05,Harbor,0516,20,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,PACIFIC COAST,ISLAND
100521473,12/20/2010,0615,05,Harbor,0551,19,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,BANDINI,1ST
100600854,05/17/2010,1900,06,Hollywood,0635,29,M,W,16,Narcotic Drug Laws,M,11357(B)HS,POSSESS 28.5 GRAMS OR MORE OF MARIJUANA,ODIN,HIGHLAND
100605528,01/23/2010,1430,06,Hollywood,0668,27,M,H,16,Narcotic Drug Laws,M,11357(B)HS,POSSESS 28.5 GRAMS OR MORE OF MARIJUANA,5600    FERNWOOD                     AV,
090714177,03/10/2011,1125,07,Wilshire,0706,34,M,B,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,MELROSE,LA BREA                      AV
100606920,02/11/2010,0330,06,Hollywood,0636,41,M,W,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,HOLLYWOOD                    BL,COSMO
100607297,02/15/2010,1230,06,Hollywood,0646,24,F,H,16,Narcotic Drug Laws,M,11357(B)HS,POSSESS 28.5 GRAMS OR MORE OF MARIJUANA,HOLLYWOOD,WILCOX
100100969,05/24/2010,1750,01,Central,0111,18,F,H,16,Narcotic Drug Laws,M,11357HS,POSSESSION CANNABIS,800    YALE                         ST,
100608009,02/25/2010,1155,06,Hollywood,0645,26,M,H,16,Narcotic Drug Laws,M,11357(D)HS,MINOR POSS < 28.5 GRAMS MARIJUANA/SCHOOL,1500 N  HIGHLAND                     AV,
100608334,03/02/2010,1030,06,Hollywood,0646,21,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,HOLLYWOOD                    BL,CHEROKEE                     AV
100608536,03/05/2010,1345,06,Hollywood,0646,24,F,B,16,Narcotic Drug Laws,M,11357HS,POSSESSION CANNABIS,1600    WILCOX                       AV,
100608877,03/11/2010,1630,06,Hollywood,0646,19,M,B,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,6500    HOLLYWOOD                    BL,
100608879,03/11/2010,1630,06,Hollywood,0646,37,M,B,16,Narcotic Drug Laws,M,11357HS,POSSESSION CANNABIS,6500    HOLLYWOOD                    BL,
100609544,03/21/2010,2320,06,Hollywood,0665,19,M,H,16,Narcotic Drug Laws,M,11357(B)HS,POSSESS 28.5 GRAMS OR MORE OF MARIJUANA,SANTA MONICA                 BL,HIGHLAND                     AV
100609622,03/22/2010,2040,06,Hollywood,0665,41,M,B,16,Narcotic Drug Laws,M,11357(B)HS,POSSESS 28.5 GRAMS OR MORE OF MARIJUANA,SANTA MONICA,HIGHLAND
100610039,03/28/2010,1345,06,Hollywood,0666,59,M,W,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,1200    VINE                         ST,
100610182,03/30/2010,0800,06,Hollywood,0645,19,M,B,16,Narcotic Drug Laws,M,11357(B)HS,POSSESS 28.5 GRAMS OR MORE OF MARIJUANA,1400 N  ORANGE                       DR,
100101021,06/10/2010,1840,01,Central,0195,23,M,B,16,Narcotic Drug Laws,M,11357HS,POSSESSION CANNABIS,BROADWAY,PICO
100610531,04/03/2010,1700,06,Hollywood,0645,18,M,W,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,1300 N  CITRUS                       AV,
100610842,04/08/2010,0855,06,Hollywood,0665,31,M,W,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,LA BREA,WILLOUGHBY
100610932,04/09/2010,0645,06,Hollywood,0645,38,M,H,16,Narcotic Drug Laws,M,11357(A)HS,POSSESS CONCENTRATED CANNABIS,SUNSET                       BL,LA BREA
100610907,04/08/2010,2230,06,Hollywood,0636,24,M,B,16,Narcotic Drug Laws,M,11357(B)HS,POSSESS 28.5 GRAMS OR MORE OF MARIJUANA,WILCOX                       AV,YUCCA                        ST
100611212,04/13/2010,0845,06,Hollywood,0644,37,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,POINSETTIA,SUNSET
100611175,04/13/2010,1000,06,Hollywood,0645,21,M,H,16,Narcotic Drug Laws,M,11357(B)HS,POSSESS 28.5 GRAMS OR MORE OF MARIJUANA,6800    HOLLYWOOD                    BL,
100611305,04/14/2010,1400,06,Hollywood,0647,19,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,TAMARIND,SUNSET
090715737,03/10/2011,0850,07,Wilshire,0765,20,M,B,16,Narcotic Drug Laws,M,11357(B)HS,POSSESS 28.5 GRAMS OR MORE OF MARIJUANA,VENICE                       BL,LA BREA
100612554,05/01/2010,1340,06,Hollywood,0636,38,M,B,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,FRANKLIN                     PL,HIGHLAND                     AV
100613690,05/15/2010,2330,06,Hollywood,0645,24,M,B,16,Narcotic Drug Laws,M,11357(B)HS,POSSESS 28.5 GRAMS OR MORE OF MARIJUANA,HOLLYWOOD                    BL,HIGHLAND                     AV
090717005,03/10/2011,1445,07,Wilshire,0758,51,M,B,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,LA BREA,PICO                         BL
100101394,08/26/2010,1525,01,Central,0156,47,M,B,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,5TH                          ST,SAN JULIAN
090717486,03/10/2011,1210,07,Wilshire,0765,28,M,B,16,Narcotic Drug Laws,M,11357(B)HS,POSSESS 28.5 GRAMS OR MORE OF MARIJUANA,VENICE                       BL,RIMPAU                       BL
100101642,11/25/2010,1300,01,Central,0192,19,F,H,16,Narcotic Drug Laws,M,11357HS,POSSESSION CANNABIS,GRAND,WASHINGTON
100618948,07/23/2010,1615,06,Hollywood,0636,21,M,B,16,Narcotic Drug Laws,M,11357(B)HS,POSSESS 28.5 GRAMS OR MORE OF MARIJUANA,HOLLYWOOD                    BL,WHITLEY
100619016,07/24/2010,1510,06,Hollywood,0645,19,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,6800    HOLLYWOOD                    BL,
100619018,07/24/2010,1510,06,Hollywood,0645,18,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,6800    HOLLYWOOD                    BL,
100619094,07/25/2010,1500,06,Hollywood,0665,36,M,W,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,MC CADDEN,LEXINGTON
100619097,07/25/2010,1655,06,Hollywood,0646,25,M,W,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,SELMA,WILCOX
100619574,08/01/2010,1445,06,Hollywood,0647,21,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,6200    HOLLYWOOD                    BL,
100619577,08/01/2010,1445,06,Hollywood,0647,19,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,6200    HOLLYWOOD                    BL,
100620269,08/10/2010,1220,06,Hollywood,0636,19,M,B,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,6700    YUCCA                        ST,
100620271,08/10/2010,1220,06,Hollywood,0636,23,M,B,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,6700    YUCCA                        ST,
100104418,01/08/2010,1530,01,Central,0158,38,M,H,16,Narcotic Drug Laws,M,11357HS,POSSESSION CANNABIS,600    STANFORD                     AV,
100623335,09/15/2010,2320,06,Hollywood,0665,27,M,H,16,Narcotic Drug Laws,M,11357(B)HS,POSSESS 28.5 GRAMS OR MORE OF MARIJUANA,HOLLYWOOD                    BL,HIGHLAND                     AV
100624497,10/06/2010,0630,06,Hollywood,0665,21,M,B,16,Narcotic Drug Laws,M,11357HS,POSSESSION CANNABIS,SANTA MONICA                 BL,HIGHLAND                     AV
100624586,10/06/2010,1715,06,Hollywood,0678,19,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,ELEANOR,EL CENTRO
100624794,10/10/2010,0850,06,Hollywood,0666,30,M,H,16,Narcotic Drug Laws,M,11357(A)HS,POSSESS CONCENTRATED CANNABIS,SUNSET,WILCOX
100624977,10/12/2010,1320,06,Hollywood,0665,21,M,B,16,Narcotic Drug Laws,M,11357(B)HS,POSSESS 28.5 GRAMS OR MORE OF MARIJUANA,6700    SANTA MONICA                 BL,
100625710,10/23/2010,1140,06,Hollywood,0645,25,M,W,16,Narcotic Drug Laws,M,11357HS,POSSESSION CANNABIS,6800    HOLLYWOOD                    BL,
