Report ID,Arrest Date,Time,Area ID,Area Name,Reporting District,Age,Sex Code,Descent Code,Charge Group Code,Charge Group Description,Arrest Type Code,Charge,Charge Description,Address,Cross Street
131912429,05/15/2013,2220,19,Mission,1902,20,M,B,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,15100    ROXFORD                      ST,
131912549,05/23/2013,1330,19,Mission,1961,23,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,SEPULVEDA                    BL,PLUMMER                      ST
131912975,05/31/2013,1345,19,Mission,1983,24,F,W,16,Narcotic Drug Laws,M,11357HS,POSSESSION CANNABIS,8400    SEPULVEDA                    BL,
131912976,05/31/2013,1345,19,Mission,1983,24,F,W,16,Narcotic Drug Laws,M,11357HS,POSSESSION CANNABIS,8400    SEPULVEDA                    BL,
131913928,06/15/2013,0705,19,Mission,1961,22,M,H,16,Narcotic Drug Laws,M,11357(B)HS,POSSESS 28.5 GRAMS OR MORE OF MARIJUANA,9400    SEPULVEDA                    BL,
131914574,06/20/2013,1600,19,Mission,1995,15,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,14600    BLYTHE                       ST,
131914633,06/25/2013,2040,19,Mission,1983,22,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,8500    SEPULVEDA                    BL,
131914770,06/28/2013,2030,19,Mission,1962,17,M,H,16,Narcotic Drug Laws,I,11357(B)HS,POSSESS 28.5 GRAMS OR MORE OF MARIJUANA,SEPULVEDA                    BL,PLUMMER                      ST
131915066,06/29/2013,0820,19,Mission,1984,21,M,H,16,Narcotic Drug Laws,I,11357(B)HS,POSSESS 28.5 GRAMS OR MORE OF MARIJUANA,8300    CEDROS                       AV,
131916411,07/28/2013,0900,19,Mission,1966,38,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,NORDHOFF                     ST,VAN NUYS                     BL
131916752,08/04/2013,1130,19,Mission,1941,37,M,O,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,SAN FERNANDO MIS,SEPULVEDA
131916864,08/02/2013,1711,19,Mission,1971,47,F,B,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,NORDHOFF,SEPULVEDA
190707370,02/28/2019,1900,07,Wilshire,0705,20,M,B,,,I,11357(A)HS,,DETROIT,MELROSE                      AV
131917778,08/20/2013,1920,19,Mission,1982,18,M,O,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,LEMONA                       AV,NORWICH                      AV
131917790,08/15/2013,1215,19,Mission,1987,35,F,B,16,Narcotic Drug Laws,M,11357(B)HS,POSSESS 28.5 GRAMS OR MORE OF MARIJUANA,COMMUNITY,WOODMAN
131917853,08/07/2013,2110,19,Mission,1962,16,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,NORDHOFF,COLUMBUS
190605030,01/15/2019,1500,06,Hollywood,0645,23,M,W,,,M,11362.3A1HS,,HOLLYWOOD,ORANGE
131918697,09/03/2013,1015,19,Mission,1995,15,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,8000    VAN NUYS                     BL,
131918760,09/04/2013,0900,19,Mission,1981,43,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,8800 N  SEPULVEDA                    BL,
100114863,08/01/2010,2040,01,Central,0147,27,M,B,16,Narcotic Drug Laws,M,11357(B)HS,POSSESS 28.5 GRAMS OR MORE OF MARIJUANA,6TH,SAN JULIAN
131919095,09/09/2013,1810,19,Mission,1916,42,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,12600    GLENOAKS                     BL,
131919170,09/10/2013,2125,19,Mission,1984,21,M,H,16,Narcotic Drug Laws,M,11357(B)HS,POSSESS 28.5 GRAMS OR MORE OF MARIJUANA,KESTER,PARTHENIA
131919172,09/10/2013,2120,19,Mission,1984,23,M,H,16,Narcotic Drug Laws,M,11357(B)HS,POSSESS 28.5 GRAMS OR MORE OF MARIJUANA,KESTER,PARTHENIA
131919571,09/03/2013,1900,19,Mission,1981,38,M,B,16,Narcotic Drug Laws,I,11357(B)HS,POSSESS 28.5 GRAMS OR MORE OF MARIJUANA,SEPULVEDA                    BL,ROSCOE                       BL
131919673,09/17/2013,0940,19,Mission,1982,13,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,15300    RAYEN                        ST,
131920137,09/26/2013,2155,19,Mission,1995,26,M,H,16,Narcotic Drug Laws,M,11357HS,POSSESSION CANNABIS,14500    BLYTHE                       ST,
190606615,02/01/2019,1953,06,Hollywood,0645,35,M,B,,,M,11362.3A1HS,,HOLLYWOOD                    BL,ORANGE
131922862,10/31/2013,0755,19,Mission,1994,17,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,8100    VAN NUYS                     BL,
131922863,10/31/2013,0755,19,Mission,1994,16,M,F,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,8100    VAN NUYS                     BL,
131922864,10/31/2013,0755,19,Mission,1994,17,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,8100    VAN NUYS                     BL,
131922865,10/31/2013,0755,19,Mission,1994,16,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,8100    VAN NUYS                     BL,
131922861,10/31/2013,0755,19,Mission,1994,15,M,H,16,Narcotic Drug Laws,M,11357(B)HS,POSSESS 28.5 GRAMS OR MORE OF MARIJUANA,8100    VAN NUYS                     BL,
131922970,11/13/2013,2005,19,Mission,1981,23,F,B,16,Narcotic Drug Laws,I,11357(B)HS,POSSESS 28.5 GRAMS OR MORE OF MARIJUANA,RAYEN,SEPULVEDA
190607940,03/07/2019,2025,06,Hollywood,0646,19,F,B,,,M,11362.3A1HS,,1600    SCHRADER                     BL,
131923278,11/20/2013,1215,19,Mission,1998,23,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,7800    VAN NUYS                     BL,
131923344,11/21/2013,1255,19,Mission,1985,31,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,8800    CEDROS                       AV,
190118497,07/15/2019,1640,01,Central,0166,26,F,B,,,M,11532HS,,6TH,SAN JULIAN
131925392,12/24/2013,1300,19,Mission,1916,16,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,GLENOAKS,POLK
132000574,04/24/2013,1915,20,Olympic,2005,21,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,400    NORMANDIE                    PL,
132000582,05/16/2013,2120,20,Olympic,2079,19,M,H,16,Narcotic Drug Laws,I,11357(B)HS,POSSESS 28.5 GRAMS OR MORE OF MARIJUANA,ARAPAHOE,PICO                         BL
100115547,08/13/2010,1900,01,Central,0156,24,M,B,16,Narcotic Drug Laws,M,11357(B)HS,POSSESS 28.5 GRAMS OR MORE OF MARIJUANA,500 S  SAN PEDRO                    ST,
132006567,02/25/2013,2210,20,Olympic,2014,20,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,BEVERLY                      BL,KINGSLEY                     DR
132006748,03/01/2013,2020,20,Olympic,2081,25,M,B,16,Narcotic Drug Laws,M,11357(B)HS,POSSESS 28.5 GRAMS OR MORE OF MARIJUANA,WESTERN                      AV,18TH                         ST
132006995,03/06/2013,2325,20,Olympic,2019,37,F,A,16,Narcotic Drug Laws,M,11357(A)HS,POSSESS CONCENTRATED CANNABIS,3600    BEVERLY                      BL,
190606620,02/08/2019,2010,06,Hollywood,0646,24,M,B,,,M,11362.3A1HS,,WILCOX,SUNSET
190607888,03/08/2019,1955,06,Hollywood,0636,19,F,B,,,M,11362.3A1HS,,HOLLYWOOD,CAHUENGA
132007853,03/23/2013,2130,20,Olympic,2031,36,M,B,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,WESTERN                      AV,7TH                          ST
190607935,03/08/2019,0020,06,Hollywood,0636,19,F,W,,,M,11362.3A1HS,,1700    VINE                         ST,
132008157,03/27/2013,1430,20,Olympic,2034,19,M,H,16,Narcotic Drug Laws,I,11357(B)HS,POSSESS 28.5 GRAMS OR MORE OF MARIJUANA,8TH,IROLO
132008636,04/08/2013,1730,20,Olympic,2033,21,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,7TH                          ST,OXFORD                       AV
132008762,04/12/2013,0015,20,Olympic,2022,19,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,SAINT ANDREWS                PL,4TH                          ST
190607890,03/08/2019,1955,06,Hollywood,0636,23,M,B,,,M,11362.3A1HS,,HOLLYWOOD,CAHUENGA
132009522,04/29/2013,0055,20,Olympic,2014,23,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,HARVARD                      BL,3RD                          ST
190607936,03/08/2019,0025,06,Hollywood,0636,21,F,W,,,M,11362.3A1HS,,1700    VINE                         ST,
132010249,05/13/2013,1155,20,Olympic,2056,22,M,H,16,Narcotic Drug Laws,M,11357HS,POSSESSION CANNABIS,1100 S  VERMONT                      AV,
132010326,05/14/2013,1910,20,Olympic,2017,19,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,3RD,ALEXANDRIA
132010338,05/14/2013,2130,20,Olympic,2034,27,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,WILSHIRE                     BL,ARDMORE                      AV
132010818,05/23/2013,1130,20,Olympic,2033,35,M,B,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,OXFORD,7TH
132010881,05/24/2013,1330,20,Olympic,2071,22,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,MANHATTAN,VENICE
132010883,05/24/2013,1330,20,Olympic,2071,23,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,MANHATTAN,VENICE
132010885,05/24/2013,1300,20,Olympic,2071,23,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,MANHATTAN,VENICE
132010887,05/24/2013,1300,20,Olympic,2071,25,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,MANHATTAN,VENICE
132010889,05/24/2013,1300,20,Olympic,2071,25,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,MANHATTAN,VENICE
132011249,05/31/2013,2020,20,Olympic,2004,19,M,H,16,Narcotic Drug Laws,I,11357(B)HS,POSSESS 28.5 GRAMS OR MORE OF MARIJUANA,500 N  OXFORD                       AV,
132012347,06/24/2013,0830,20,Olympic,2001,18,M,H,16,Narcotic Drug Laws,I,11357(B)HS,POSSESS 28.5 GRAMS OR MORE OF MARIJUANA,5100    RALEIGH                      ST,
132013132,07/11/2013,1330,20,Olympic,2039,20,M,W,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,2700 W  8TH                          ST,
132013134,07/11/2013,1330,20,Olympic,2039,20,F,O,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,2700 W  8TH                          ST,
190605026,01/15/2019,1500,06,Hollywood,0645,23,M,B,,,M,11362.3A1HS,,HOLLYWOOD,ORANGE
132013574,07/22/2013,1120,20,Olympic,2069,33,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,11TH,WESTMORELAND
132013884,07/29/2013,1045,20,Olympic,2054,19,M,H,16,Narcotic Drug Laws,I,11357(B)HS,POSSESS 28.5 GRAMS OR MORE OF MARIJUANA,ARDMORE                      AV,OLYMPIC
132015497,08/29/2013,0240,20,Olympic,2015,22,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,1ST                          ST,MARIPOSA                     AV
132015547,08/31/2013,2100,20,Olympic,2076,18,M,H,16,Narcotic Drug Laws,M,23222(B)VC,POSSESS OF MARIJUANA WHILE DRIVING VEH,15TH                         ST,KENMORE                      AV
132016299,09/16/2013,2050,20,Olympic,2069,19,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,1200    ARAPAHOE                     ST,
132016301,09/16/2013,2050,20,Olympic,2069,20,M,B,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,1200    ARAPAHOE                     ST,
132017537,10/12/2013,1700,20,Olympic,2054,28,M,B,16,Narcotic Drug Laws,I,11357(B)HS,POSSESS 28.5 GRAMS OR MORE OF MARIJUANA,900 S  ARDMORE                      AV,
132017907,10/20/2013,1030,20,Olympic,2029,26,M,B,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,VERMONT,5TH
190614979,07/05/2019,2045,06,Hollywood,0646,42,M,B,,,M,11362.3A1HS,,HOLLYWOOD,COSMO
132100992,12/05/2013,1500,21,Topanga,2189,34,M,H,16,Narcotic Drug Laws,M,11357(B)HS,POSSESS 28.5 GRAMS OR MORE OF MARIJUANA,20000    VENTURA                      BL,
132104167,01/03/2013,1450,21,Topanga,2105,16,M,H,16,Narcotic Drug Laws,M,11357(B)HS,POSSESS 28.5 GRAMS OR MORE OF MARIJUANA,8600    INTERNATIONAL                AV,
132104171,01/03/2013,1450,21,Topanga,2105,15,M,H,16,Narcotic Drug Laws,M,11357(B)HS,POSSESS 28.5 GRAMS OR MORE OF MARIJUANA,8600    INTERNATIONAL                AV,
132104183,01/03/2013,2330,21,Topanga,2107,19,M,H,16,Narcotic Drug Laws,I,11357(B)HS,POSSESS 28.5 GRAMS OR MORE OF MARIJUANA,21300    ROSCOE                       BL,
132104223,01/05/2013,1230,21,Topanga,2158,18,M,B,16,Narcotic Drug Laws,M,11357(B)HS,POSSESS 28.5 GRAMS OR MORE OF MARIJUANA,CANOGA,VICTORY
190605035,01/16/2019,2035,06,Hollywood,0645,19,F,B,,,M,11362.3A1HS,,HOLLYWOOD                    BL,ORANGE
132105224,01/28/2013,1325,21,Topanga,2157,15,M,H,16,Narcotic Drug Laws,M,11357HS,POSSESSION CANNABIS,20800    VANOWEN                      ST,
132105363,01/31/2013,1530,21,Topanga,2107,26,M,H,16,Narcotic Drug Laws,I,11357(B)HS,POSSESS 28.5 GRAMS OR MORE OF MARIJUANA,21000    COMMUNITY                    ST,
132105418,02/01/2013,0915,21,Topanga,2128,28,M,B,16,Narcotic Drug Laws,M,11357(C)HS,POSSESS LESS THAN 28.5 GRAMS OF MARIJUANA,20400    KESWICK                      ST,
132105557,02/04/2013,1335,21,Topanga,2148,18,M,W,16,Narcotic Drug Laws,I,11357(B)HS,POSSESS 28.5 GRAMS OR MORE OF MARIJUANA,OSO                          AV,HART                         ST
132105729,02/08/2013,1000,21,Topanga,2128,22,M,H,16,Narcotic Drug Laws,M,11357(B)HS,POSSESS 28.5 GRAMS OR MORE OF MARIJUANA,20400    SATICOY                      ST,
100115131,08/06/2010,1546,01,Central,0145,46,M,W,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,MAIN                         ST,5TH                          ST
132106480,02/26/2013,1615,21,Topanga,2173,24,F,H,16,Narcotic Drug Laws,M,11357(B)HS,POSSESS 28.5 GRAMS OR MORE OF MARIJUANA,23100    OSTRONIC                     DR,
132107660,03/19/2013,1940,21,Topanga,2128,21,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,20400    SATICOY                      ST,
132107835,03/27/2013,1850,21,Topanga,2107,20,M,H,16,Narcotic Drug Laws,M,11357(B)HS,POSSESS 28.5 GRAMS OR MORE OF MARIJUANA,VARIEL                       AV,BLYTHE                       AV
132108130,04/04/2013,0910,21,Topanga,2105,21,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,SCHOENBORN,TOPANGA CANYON
132108475,04/12/2013,1115,21,Topanga,2126,19,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,ROSCOE                       BL,DEERING                      AV
132108493,04/12/2013,1745,21,Topanga,2136,22,M,H,16,Narcotic Drug Laws,M,11357(B)HS,POSSESS 28.5 GRAMS OR MORE OF MARIJUANA,SATICOY                      ST,CANOGA                       AV
190616770,08/02/2019,2015,06,Hollywood,0646,22,M,B,,,M,11362.3A1HS,,HOLLYWOOD,WHITLEY
132109295,04/30/2013,2300,21,Topanga,2155,22,M,W,16,Narcotic Drug Laws,M,11357(B)HS,POSSESS 28.5 GRAMS OR MORE OF MARIJUANA,OXNARD,TOPANGA CANYON               BL
132109677,05/08/2013,1200,21,Topanga,2146,18,M,O,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,6800    TOPANGA CANYON               BL,
132109745,05/09/2013,1530,21,Topanga,2146,20,M,H,16,Narcotic Drug Laws,M,11357(B)HS,POSSESS 28.5 GRAMS OR MORE OF MARIJUANA,HART                         ST,OWENSMOUTH
190607902,03/08/2019,0020,06,Hollywood,0636,18,F,W,,,M,11362.3A1HS,,1700    VINE                         ST,
132110128,05/18/2013,2020,21,Topanga,2107,21,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,CANOGA,ROSCOE                       BL
132110905,06/03/2013,2145,21,Topanga,2143,18,M,W,16,Narcotic Drug Laws,M,11357HS,POSSESSION CANNABIS,WOODLAKE                     AV,ERWIN                        ST
132111073,06/07/2013,1120,21,Topanga,2105,22,M,B,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,8600    INTERNATIONAL                AV,
132111075,06/07/2013,1100,21,Topanga,2105,19,M,B,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,8600    INTERNATIONAL                AV,
132111049,06/06/2013,1500,21,Topanga,2136,21,M,H,16,Narcotic Drug Laws,M,11357(B)HS,POSSESS 28.5 GRAMS OR MORE OF MARIJUANA,CANOGA                       AV,VALERIO                      ST
132111402,06/14/2013,1115,21,Topanga,2125,25,M,B,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,CANOGA                       AV,VARIEL                       ST
132112312,07/05/2013,1830,21,Topanga,2177,31,M,W,16,Narcotic Drug Laws,I,11357(B)HS,POSSESS 28.5 GRAMS OR MORE OF MARIJUANA,21500    BURBANK                      BL,
132113096,07/24/2013,2010,21,Topanga,2106,18,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,ETON,PARTHENIA
132113217,07/24/2013,1405,21,Topanga,2139,15,M,B,16,Narcotic Drug Laws,I,11357(B)HS,POSSESS 28.5 GRAMS OR MORE OF MARIJUANA,20100    SHERMAN                      WY,
132114397,08/21/2013,1645,21,Topanga,2139,47,M,O,16,Narcotic Drug Laws,M,11357(B)HS,POSSESS 28.5 GRAMS OR MORE OF MARIJUANA,20100    SHERMAN                      WY,
132115201,09/07/2013,1700,21,Topanga,2136,21,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,MILWOOD                      AV,VALERIO                      ST
132115443,09/13/2013,1240,21,Topanga,2156,19,M,B,16,Narcotic Drug Laws,M,11357(B)HS,POSSESS 28.5 GRAMS OR MORE OF MARIJUANA,6600    TOPANGA CANYON               BL,
132116243,09/30/2013,2100,21,Topanga,2105,22,M,H,16,Narcotic Drug Laws,M,11357(B)HS,POSSESS 28.5 GRAMS OR MORE OF MARIJUANA,SCHOENBORN                   ST,HILLVIEW                     AV
190405092,01/13/2019,1815,04,Hollenbeck,0478,15,F,H,16,Narcotic Drug Laws,I,11362.3A1HS,SMOKE/INGEST MARIJUANA IN PUBLIC PLACE,ATLANTIC,FRESNO
132117673,10/31/2013,1310,21,Topanga,2173,46,F,W,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,BURBANK,WOODLAKE
132118041,11/07/2013,1300,21,Topanga,2139,22,M,O,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,20200    COHASSET                     ST,
132118027,11/06/2013,1915,21,Topanga,2106,22,M,H,16,Narcotic Drug Laws,I,11357(B)HS,POSSESS 28.5 GRAMS OR MORE OF MARIJUANA,21100    NORDHOFF                     ST,
190919357,11/05/2019,1600,09,Van Nuys,0935,41,M,H,,,M,11532HS,,14100    DELANO                       ST,
132119132,11/30/2013,1640,21,Topanga,2137,26,M,W,16,Narcotic Drug Laws,I,11357(B)HS,POSSESS 28.5 GRAMS OR MORE OF MARIJUANA,KELVIN,SHERMAN
132119180,12/02/2013,2135,21,Topanga,2136,23,M,H,16,Narcotic Drug Laws,I,11357(B)HS,POSSESS 28.5 GRAMS OR MORE OF MARIJUANA,SHERMAN,CANOGA
190605045,01/17/2019,2050,06,Hollywood,0645,18,M,B,,,M,11362.3A1HS,,FRANKLIN,HIGHLAND
140100603,02/12/2014,2110,01,Central,0144,21,F,W,16,Narcotic Drug Laws,M,11357HS,POSSESSION CANNABIS,400 S  MAIN                         ST,
140100604,02/25/2014,1710,01,Central,0157,43,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,6TH                          ST,SAN JULIAN
140100649,03/01/2014,1630,01,Central,0185,21,M,H,16,Narcotic Drug Laws,M,11357HS,POSSESSION CANNABIS,1200    WALL                         ST,
140100671,03/08/2014,1200,01,Central,0162,53,M,B,16,Narcotic Drug Laws,M,11357(B)HS,POSSESS 28.5 GRAMS OR MORE OF MARIJUANA,7TH,FLOWER
140101093,07/27/2014,1920,01,Central,0155,33,F,B,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,6TH                          ST,SAN JULIAN                   ST
140101368,11/04/2014,1430,01,Central,0153,56,M,B,16,Narcotic Drug Laws,M,11357HS,POSSESSION CANNABIS,200 W  5TH                          ST,
140101195,09/01/2014,2000,01,Central,0157,52,M,B,16,Narcotic Drug Laws,M,11357(B)HS,POSSESS 28.5 GRAMS OR MORE OF MARIJUANA,5TH                          ST,GLADYS
140101344,10/24/2014,1645,01,Central,0163,36,M,B,16,Narcotic Drug Laws,M,11357(B)HS,POSSESS 28.5 GRAMS OR MORE OF MARIJUANA,800 S  BROADWAY,
140104133,01/03/2014,2110,01,Central,0155,27,F,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,200 E  6TH                          ST,
190609410,03/17/2019,2015,06,Hollywood,0637,20,F,B,,,M,11362.3A1HS,,5900    HOLLYWOOD                    BL,
100115277,08/09/2010,1545,01,Central,0139,19,M,H,16,Narcotic Drug Laws,M,11357(B)HS,POSSESS 28.5 GRAMS OR MORE OF MARIJUANA,4TH,ALAMEDA
190213834,06/25/2019,1630,02,Rampart,0245,52,M,B,,,M,11362.3A1HS,,WILSHIRE,PARK VIEW
190112673,04/30/2019,2110,01,Central,0171,26,M,H,,,M,11362.3A1HS,,BIXEL,OLYMPIC
140105428,01/22/2014,1000,01,Central,0156,29,M,W,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,6TH                          ST,SAN PEDRO                    ST
100115285,08/09/2010,1600,01,Central,0154,54,F,B,16,Narcotic Drug Laws,M,11357HS,POSSESSION CANNABIS,6TH,MAIN                         ST
140105577,01/24/2014,1220,01,Central,0152,24,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,7TH,GRAND
100115299,08/09/2010,2210,01,Central,0157,29,M,B,16,Narcotic Drug Laws,M,11357(B)HS,POSSESS 28.5 GRAMS OR MORE OF MARIJUANA,7TH,CROCKER
140106110,01/31/2014,1310,01,Central,0127,55,M,B,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,100 N  LOS ANGELES                  ST,
140106838,02/12/2014,1230,01,Central,0156,44,M,B,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,6TH                          ST,SAN JULIAN
190609181,03/29/2019,1335,06,Hollywood,0663,24,F,H,,,M,11362.3A1HS,,LAS PALMAS,LEXINGTON
100115327,08/10/2010,1000,01,Central,0152,20,M,B,16,Narcotic Drug Laws,M,11357HS,POSSESSION CANNABIS,500 S  OLIVE                        ST,
190609409,03/17/2019,1930,06,Hollywood,0646,24,M,W,,,M,11362.3A1HS,,CAHUENGA                     BL,HOLLYWOOD                    BL
190608027,03/10/2019,1623,06,Hollywood,0647,41,M,H,,,M,11362.3A1HS,,SUNSET,VINE
140107475,02/20/2014,1625,01,Central,0147,23,M,H,16,Narcotic Drug Laws,M,11357BHS,POSSESS 28.5 GRAMS OR LESS OF MARIJUANA**,5TH                          ST,WALL                         ST
140107723,02/25/2014,1815,01,Central,0144,42,M,B,16,Narcotic Drug Laws,M,11357HS,POSSESSION CANNABIS,5TH                          ST,MAIN                         ST
190401394,11/13/2019,2015,04,Hollenbeck,0438,35,F,B,,,M,11360HS,,5000    LA CALANDRIA                 DR,
140108265,03/05/2014,2130,01,Central,0157,53,M,B,16,Narcotic Drug Laws,M,11357(B)HS,POSSESS 28.5 GRAMS OR MORE OF MARIJUANA,500 S  SAN PEDRO                    ST,
140108309,03/06/2014,0915,01,Central,0157,31,M,H,16,Narcotic Drug Laws,M,11357HS,POSSESSION CANNABIS,6TH,TOWNE                        AV
190607939,03/07/2019,2025,06,Hollywood,0646,18,F,B,,,M,11362.3A1HS,,1600    SCHRADER                     BL,
140108675,03/12/2014,0936,01,Central,0166,54,M,B,16,Narcotic Drug Laws,M,11357(B)HS,POSSESS 28.5 GRAMS OR MORE OF MARIJUANA,6TH                          ST,SAN PEDRO                    ST
190605034,01/16/2019,2315,06,Hollywood,0637,37,F,A,,,M,11362.3A1HS,,CARLOS,LABAIG
190607894,03/08/2019,1900,06,Hollywood,0645,20,F,B,,,M,11362.3A1HS,,6800    HOLLYWOOD                    BL,
190119153,07/24/2019,1515,01,Central,0157,69,M,B,,,M,11532HS,,5TH                          ST,SAN PEDRO                    ST
